"UNV","UNIV COAL CDI 1:1",0.13,"+0.00%"
"UPD","UPDTER INC CDI FORUS",0.67,"-0.74%"
"UEQ","URAN EQUIT FPO",0.009,"+0.000%"
"URI","UR RES INC CDI 1:1",2.32,"+0.00%"
"USA","URANIUMSA FPO",0.008,"-11.111%"
"URB","URB INVEST FPO",1.09,"+0.00%"
"UBN","URBANISE FPO",0.086,"-2.273%"
"URF","US RESPROP ORD UNITS",1.98,"+0.51%"
"USR","US RES FND STAPLED",0.45,"+0.00%"
"USF","USPRIVOPPF UNIT",2.23,"+0.00%"
"USG","USPRIVOPF2 UNIT",2.22,"+0.00%"
"USP","USSELECT UNITS",1.57,"+0.00%"
"UCM","USCOM FPO",0.20,"+0.00%"
"UUV",N/A,N/A,N/A
"VXL","VALENCE FPO",0.115,"+0.000%"
"VMX","VALMECLTD FPO",0.145,"+16.000%"
"VAL","VALORES FPO",0.01,"-9.09%"
"VAN","VANGOMIN FPO",0.058,"-3.333%"
"VAR","VARISCAN FPO",0.017,"+0.000%"
"VLT","VAULT FPO",0.029,"+3.571%"
"VMG","VDM GROUP FPO",0.001,"+0.000%"
"VEL",N/A,N/A,N/A
"VEC","VECTOR RES FPO",0.007,"+0.000%"
"VBS","VECTUS_BIO FPO",1.49,"+0.00%"
"VEE","VEEM LTD FPO",0.67,"+0.00%"
"VP7","VELOCITY FPO",0.18,"+0.00%"
"VPC","VELPIC LTD FPO",0.021,"+10.526%"
"VRX","VENTNORRES FPO",0.013,"-13.333%"
"VMS","VENTUREMIN FPO",0.028,"+0.000%"
"VXR","VENTUREX FPO",0.007,"-12.500%"
"VMC","VENUS MET FPO",0.145,"+20.833%"
"VRM","VERDANT FPO",0.034,"+0.000%"
"VRI","VERILUMA FPO",0.036,"+12.500%"
"VRS","VERIS FPO",0.135,"+3.846%"
"VIA","VIAGOLD FPO 1C",2.35,"+0.00%"
"VCX","VICINITY STAPLED",2.91,"-0.68%"
"VCD",N/A,N/A,N/A
"VIG","VICTOR FPO",0.039,"+0.000%"
"VIC","VIC MINES FPO",0.012,"-7.692%"
"VIE","VIENTO GRP FPO",0.072,"+0.000%"
"VII","VIETNAM FPO",0.30,"+0.00%"
"VKA","VIKINGMINE FPO",0.017,"+0.000%"
"VLW","VILLA WLD FPO",2.35,"-0.84%"
"VRL","VILLAGE FPO",3.68,"+0.00%"
"VMY","VIMY RES FPO",0.215,"-2.273%"
"VLA","VIRALYTICS FPO",1.07,"+0.94%"
"VAH","VIRGIN AUS FPO",0.19,"+0.00%"
"VRT","VIRTUS FPO",5.78,"+0.00%"
"VTI","VISIONTECH CDI FORUS",0.415,"-1.190%"
"VGL","VSTA GRP FPO NZX",5.40,"+0.00%"
"VTG","VITA GROUP FPO",2.25,"-3.02%"
"VSC","VLSCIENCE FPO",1.00,"-0.99%"
"VML","VITALMETAL FPO",0.014,"+0.000%"
"VVR","VIVA ENERG STAPLED",2.38,"-0.83%"
"VIV","VIVID FPO",0.05,"-5.66%"
"VMT","VMOTO FPO",0.064,"-1.538%"
"VOC","VOCUS FPO",3.36,"-1.47%"
"VHT","VOLPARA FPO NZ",0.385,"-3.750%"
"VRC","VOLT FPO",0.038,"+0.000%"
"VIP","VOLTAGE FPO",0.105,"+0.000%"
"WAK","WAKENBY FPO",0.361,"+0.000%"
"WKT","WALKABOUT FPO",0.071,"-1.389%"
"WAA","WAM ACTIVE FPO",1.11,"-2.63%"
"WAM","WAMCAPITAL FPO",2.40,"-0.41%"
"WLE","WAMLEADERS FPO",1.12,"+0.00%"
"WAX","WAM RESEAR FPO",1.495,"-1.645%"
"WGL","WANGLETECH FPO",0.02,"+0.00%"
"WGO","WARATAH FPO",0.009,"+0.000%"
"SOL","SOUL W.H. FPO",18.83,"-0.89%"
"WRG","WATER RES FPO",0.004,"+0.000%"
"WAT","WATERCO FPO",1.60,"-2.44%"
"WGF","WMARK FUND FPO",0.99,"+0.00%"
"WMK","WATERMARK FPO",1.00,"-1.48%"
"WTP","WATPAC FPO",0.745,"-0.667%"
"WHA","WATTLE FPO",0.35,"-1.41%"
"WAL","WAVENET FPO",0.005,"+0.000%"
"WCP","WCP RESOUR FPO",0.09,"+0.00%"
"WEF",N/A,N/A,N/A
"WDE","W DEFENDER FPO",0.795,"+0.633%"
"WEB","WEBJET FPO",11.28,"+0.27%"
"WBA","WEBSTER FPO",1.335,"-1.838%"
"WBT","WEEBITNANO FPO",0.022,"+0.000%"
"WLD","WELLARD FPO",0.195,"+2.632%"
"WLL","WELLCOMGRP FPO",4.80,"+0.00%"
"WES","WESFARMER FPO",43.30,"-1.46%"
"WAF","WESTAFRICA FPO",0.23,"-2.13%"
"WWI","WEST WITS FPO",0.026,"+0.000%"
"WSA","WEST AREAS FPO",2.14,"-0.47%"
"WMN","WESTMIN FPO",0.048,"-4.000%"
"WFD","WESTFIELDC STAPLED",9.04,"-0.77%"
"WGX","WESTGOLD FPO",1.885,"+1.892%"
"WIC","WESTOZIC FPO",0.935,"-0.532%"
"WBC","WESTPAC FPO",35.14,"+0.98%"
"WSI","WESTSTARIN FPO",0.016,"+0.000%"
"WCN","WHITECLIFF FPO",0.006,"+0.000%"
"WEC","WHITE ENER FPO",0.04,"-11.11%"
"WRM","WHITEROCK FPO",0.015,"-6.250%"
"WHF","WHITEFIELD FPO",4.54,"-0.22%"
"WHC","WHITEHAVEN FPO",2.79,"+2.57%"
"WEL","WINCHESTER FPO",0.09,"+0.00%"
"WNR","WINGARA AG FPO",0.255,"+4.082%"
"WQW","WINHA COMM FPO",0.44,"-10.20%"
"WFE","WINMAR RES FPO",0.003,"+0.000%"
"WTC","WISETECH FPO",5.66,"+1.98%"
"WLF","WOLF MIN FPO",0.07,"+4.48%"
"WOF","WOLFPETRO FPO",0.042,"+0.000%"
"WSG","WOLFSTRIKE FPO",6.30,"+0.00%"
"WLC","WOLLONGONG FPO",0.009,"+0.000%"
"WMC","WONHE MULT FPO",0.16,"+7.31%"
"WPL","WOODSIDE FPO",32.22,"-1.01%"
"WOW","WOOLWORTHS FPO",26.98,"+0.00%"
"WRR","WORLDREACH FPO",0.18,"+9.09%"
"WNS","WORLD.NET FPO",0.01,"+0.00%"
"WOR","WORLEYPARS FPO",11.34,"-0.87%"
"WPG","WPG RESOUR FPO",0.054,"+0.000%"
"WPP","WPP AUNZ FPO",1.16,"+1.75%"
"XAM","XANADUMINE FPO",0.21,"+0.00%"
"XIP","XENITH FPO",2.04,"+0.99%"
"XRO","XERO FPO NZX",19.58,"+1.87%"
"XPD","XPD SOCCER FPO",0.035,"+0.000%"
"XPE","XPED LIMTD FPO",0.017,"+0.000%"
"XF1","XREF FPO NZ",0.53,"+0.00%"
"XRF","XRF SCIEN FPO",0.16,"-5.88%"
"XST","XSTATE FPO",0.009,"+0.000%"
"XTD","XTD LTD FPO",0.11,"+0.00%"
"XTE","XTEKLTD. FPO",0.35,"+2.94%"
"XTV","XTV NET FPO",0.008,"+0.000%"
"YAL","YANCOAL FPO",0.34,"+0.00%"
"YCN",N/A,N/A,N/A
"YHL","YANGHAO FPO",0.30,"+0.00%"
"YBR","YELLOWBRIC FPO",0.145,"+0.000%"
"YOJ","YOJEE FPO",0.065,"+8.333%"
"YNB","YONDER FPO",0.063,"+0.000%"
"YOW","YOWIE FPO",0.435,"-6.452%"
"YPB","YPB GROUP FPO",0.10,"+0.00%"
"ZEL","Z ENERGY FPO NZX",6.87,"+3.46%"
"ZAM","ZAMANCO FPO",0.063,"+0.000%"
"ZGM","ZAMIA MTLS FPO",0.006,"+0.000%"
"ZLD","ZELDATHERA FPO",0.11,"-15.38%"
"ZNT","ZENITAS FPO",1.027,"+0.686%"
"ZNC","ZENITH MIN FPO",0.11,"+0.00%"
"ZTA","ZETAPETROL CDI 1:1",0.071,"+0.000%"
"ZER","ZETA RES FPO",0.40,"+0.00%"
"ZEU","ZEUSRESOUR FPO",0.017,"+0.000%"
"ZGL","ZICOM FPO",0.135,"+0.000%"
"ZIM","ZIMPLATS FPO 10CUS",5.50,"+0.00%"
"ZMI","ZINCOFIRE FPO",0.008,"-11.111%"
"ZML","ZIPMONEY FPO",0.69,"-3.50%"
"ZIP","ZIPTEL FPO",0.036,"+0.000%"
"ZYB","ZYBER FPO",0.007,"+0.000%"

